,Language,Dataset,Context,Noisy text,Normalized text,Counts
1979,English,Training,lmao,im,i'm,1
1980,English,Training,@kapooow_le i,dont,don't,1
1981,English,Training,call the car,u,you,1
1982,English,Training,better be lit,tonite,tonight,1
1983,English,Training,since everybody keep,tellin,telling,1
1984,English,Training,a generic city,nigga,nigger,1
1985,English,Training,for 1 reason,thats,that's,1
1986,English,Training,their plot in,afg,afghanistan,1
1987,English,Training,@kokaneofficial : i'll,b,be,1
1988,English,Training,.... halla if,u,you,1
1989,English,Training,if u need,dat,that,1
1990,English,Training,for bo2 and,fav,favor,1
1991,English,Training,jimmy's or hoagies,cuz,because,1
1992,English,Training,hi val !,thx,thanks,1
1993,English,Training,& youtube .,pls,please,1
1994,English,Training,. pls check,ur,your,1
1995,English,Training,can't reply to,u,you,1
1996,English,Training,u the way,u,you,1
1997,English,Training,@ironfrstb @apolloeditsjr fuck,u,you,1
1998,English,Training,my friends ',bday,birthday,1
1999,English,Training,@ohshixvn12 omg i,dont,don't,1
2000,English,Training,,ofc,of course,1
2001,English,Training,got all comfy,watchin,watching,1
2002,English,Training,turn around and,theres,there's,1
2003,English,Training,on the wall,starin,staring,1
2004,English,Training,wall starin me,n,and,1
2005,English,Training,: free big,cuz,because,1
2006,English,Training,sick without my,nigga,nigger,1
2007,English,Training,@stvckz_ : @loveisjasmin,cause,because,1
2008,English,Training,@loveisjasmin cause you,aint,ain't,1
2009,English,Training,@zavyah_rou naah,im,i'm,1
2010,English,Training,sticking up for,u,you,1
2011,English,Training,bio same stay,perf,perfect,1
2012,English,Training,want nobody but,youu,you,1
2013,English,Training,nobody but youu,kissn,kissing,1
2014,English,Training,rt @candice_latrice :,imma,i'm going to,1
2015,English,Training,imma support my,ppl,people,1
2016,English,Training,: if you,dont,don't,1
2017,English,Training,#nhl15bergeron hourly you,arent,aren't,1
2018,English,Training,,happpy,happy,1
2019,English,Training,xoxo hope your,bday,birthday,1
2020,English,Training,thank you forever,lettin,letting,1
2021,English,Training,me know i,dont,don't,1
2022,English,Training,you like shit,apperntly,apparently,1
2023,English,Training,my phone dropped,n,and,1
2024,English,Training,idc who had,u,you,1
2025,English,Training,"u first ,",ima,i'm going to,1
2026,English,Training,", ima have",u,you,1
2027,English,Training,: when someone,huggin,hugging,1
2028,English,Training,niggas be,playin,playing,1
2029,English,Training,& coming mcs,spittin,spitting,1
2030,English,Training,in suit ?,rt,retweet,1
2031,English,Training,for justin bieber,fav,favorite,1
2032,English,Training,,bruh,brother,1
2033,English,Training,bruh,ppl,people,1
2034,English,Training,bruh ppl are,hella,hell of a lot of,1
2035,English,Training,larry porn video,bc,because,1
2036,English,Training,zouis video perfectly,byee,bye,1
2037,English,Training,,n,and,1
2038,English,Training,n i'm,shittin,shitting,1
2039,English,Training,i'm shittin on,u,you,1
2040,English,Training,shittin on u,niggas,niggers,1
2041,English,Training,on u niggas,lyke,like,1
2042,English,Training,dia --> @nikensoniq67,follback,follow back,1
2043,English,Training,@femaies : when,u,you,1
2044,English,Training,im telling,yall,y'all,1
2045,English,Training,these hoes you,dont,don't,1
2046,English,Training,arm is long,af,as fuck,1
2047,English,Training,is long af,bruh,brother,1
2048,English,Training,,aint,ain't,1
2049,English,Training,aint no way,yall,y'all,1
2050,English,Training,rt @niquesol0wk3y :,ima,i'm going to,1
2051,English,Training,ima pistol totin,nigga,nigger,1
2052,English,Training,", is that",yo,you,1
2053,English,Training,that yo bitch,cuss,because,1
2054,English,Training,@vnhnv well,u,you,1
2055,English,Training,i can put,dat,that,1
2056,English,Training,can put dat,pic,picture,1
2057,English,Training,dat pic up,bruh,brother,1
2058,English,Training,my twitter &,ig,instagram,1
2059,English,Training,twitter & ig,hittin,hitting,1
2060,English,Training,ig hittin on,sumn,something,1
2061,English,Training,hno i mean,thryyre,they're,1
2062,English,Training,i mean thryyre,headin,heading,1
2063,English,Training,see people indirecting,eachother,each other,1
2064,English,Training,: i ain't,takin,taking,1
2065,English,Training,ain't takin chances,bruh,brother,1
2066,English,Training,takin chances bruh,tf,the fuck,1
2067,English,Training,? don't hate,cuz,because,1
2068,English,Training,don't hate cuz,im,i'm,1
2069,English,Training,@leem_thedream_,yea,yeah,1
2070,English,Training,feel you bro,ima,i'm going to,1
2071,English,Training,you to no,homo,homosexual,1
2072,English,Training,@balladof : please,rt,retweet,1
2073,English,Training,this dog and,wnt,want,1
2074,English,Training,,plz,please,1
2075,English,Training,plz vote for,thz,thanks,1
2076,English,Training,seniors games !,thanx,thanks,1
2077,English,Training,nobody,dont,don't,1
2078,English,Training,nobody dont,wanna,want to,1
2079,English,Training,kik i made,dis,this,1
2080,English,Training,about zouis from,ur,your,1
2081,English,Training,trying to let,u,you,1
2082,English,Training,like no no,dont,don't,1
2083,English,Training,year old sorry,im,i'm,1
2084,English,Training,old sorry im,acttually,actually,1
2085,English,Training,rt @dukewilliams187 :,da,the,1
2086,English,Training,way more dumb,ppl,people,1
2087,English,Training,ppl den smart,ppl,people,1
2088,English,Training,@ill_sue_u : glad,u,you,1
2089,English,Training,: glad u,kno,know,1
2090,English,Training,glad u kno,u,you,1
2091,English,Training,kno u is,d,the,1
2092,English,Training,@lysythelush,tht,that,1
2093,English,Training,it'll have to,wrk,work,1
2094,English,Training,have to wrk,bc,because,1
2095,English,Training,to wrk bc,thts,that's,1
2096,English,Training,literature with online,pratice,practice,1
2097,English,Training,no trees lol,dats,that's,1
2098,English,Training,@og_nino : any,nigga,nigger,1
2099,English,Training,professional boxer ova,u,you,1
2100,English,Training,u really love,yo,your,1
2101,English,Training,ross .. that's,d,the,1
2102,English,Training,mike epps and,lil,little,1
2103,English,Training,@worldstarcomedy : lmao,yall,y'all,1
2104,English,Training,t.i. fights in,los,las,1
2105,English,Training,ray be saving,tha,the,1
2106,English,Training,@sadieeg_ woow,im,i'm,1
2107,English,Training,woow im sorry,2,to,1
2108,English,Training,sorry 2 hear,dat,that,1
2109,English,Training,as it's my,favourite,favorite,1
2110,English,Training,it's my favourite,colour,color,1
2111,English,Training,its normal and,smth,something,1
2112,English,Training,and good they,didn,didn't,1
2113,English,Training,snoke heoin or,smth,something,1
2114,English,Training,hurts me somehow,anywayy,anyway,1
2115,English,Training,mc smally yeah,thats,that's,1
2116,English,Training,: 2many of,yall,y'all,1
2117,English,Training,yall chicks thinking,yall,y'all,1
2118,English,Training,youtubers like please,kys,kill youself,1
2119,English,Training,really happened then,pls,please,1
2120,English,Training,"""",dont,don't,1
2121,English,Training,"instead of """,dont,don't,1
2122,English,Training,"normal , men",arent,aren't,1
2123,English,Training,@kryjs_ : help,rt,retweet,1
2124,English,Training,@oolalalisa hahaha,im,i'm,1
2125,English,Training,"to , i",didnt,didn't,1
2126,English,Training,up next i,sware,swear,1
2127,English,Training,australia !!! i,wann,wanna,1
2128,English,Training,wann go there,soo,so,1
2129,English,Training,justins so happy,atm,at the moment,1
2130,English,Training,happy atm and,im,i'm,1
2131,English,Training,rt @manonghoran :,whattt,what,1
2132,English,Training,@manonghoran : whattt,pls,please,1
2133,English,Training,: whattt pls,dont,don't,1
2134,English,Training,"cook , but",im,i'm,1
2135,English,Training,of specialty inorganic,performa,performance,1
2136,English,Training,god !!!!,dis,this,1
2137,English,Training,god !!!! dis,kin,kind of,1
2138,English,Training,not fucking,w,with,1
2139,English,Training,: if you,didnt,didn't,1
2140,English,Training,wake up to,fulfil,fulfill,1
2141,English,Training,your dream .,dont,don't,1
2142,English,Training,.. @username bamboo,dimsum,dim sum,1
2143,English,Training,bamboo dimsum all,u,you,1
2144,English,Training,,yass,yes,1
2145,English,Training,t fuck them,niggas,niggers,1
2146,English,Training,@pammys49 @sirpaul2 don't,f,fuck,1
2147,English,Training,i will find,u,you,1
2148,English,Training,@trigga_happy1,u,you,1
2149,English,Training,u still at,tha,the,1
2150,English,Training,matatapos na yung,giveaway,give away,1
2151,English,Training,so we can,fangirl,fan girl,1
2152,English,Training,trip off ah,dixk,dick,1
2153,English,Training,ah dixk frfr,goodmorning,good morning,1
2154,English,Training,"youtube fail ,",studyin,studying,1
2155,English,Training,so jelena shippers,u,you,1
2156,English,Training,it's for .,thx,thank,1
2157,English,Training,for . thx,u,you,1
2158,English,Training,you was talking,bout,about,1
2159,English,Training,was talking bout,niggas,niggers,1
2160,English,Training,my,fav,favorite,1
2161,English,Training,okay lol omg,thats,that's,1
2162,English,Training,can more people,fav,favor,1
2163,English,Training,alli are bored,thx,thanks,1
2164,English,Training,@dhis_chicka @zhyanii_love @_sugarmomma_,nigga,nigger,1
2165,English,Training,that's that real,nigga,nigger,1
2166,English,Training,let me keep,u,you,1
2167,English,Training,,youre,you're,1
2168,English,Training,@mxhdzhxrfxn,havent,haven't,1
2169,English,Training,97.9 carshow dallas,gonna,going to,1
2170,English,Training,dallas gonna be,turnt,turned,1
2171,English,Training,barefoot country girl,swayin,swaying,1
2172,English,Training,a song that's,playin,playing,1
2173,English,Training,the world starts,fadin,fading,1
2174,English,Training,: can i,pls,please,1
2175,English,Training,rt @cedesmulababyy :,its,it's,1
2176,English,Training,hot to function,sitten,sitting,1
2177,English,Training,ac for a,min,minute,1
2178,English,Training,by : betsy,r,are,1
2179,English,Training,her 1st music,vid,video,1
2180,English,Training,no one will,favourite,favorite,1
2181,English,Training,@_lexi5 : don't,u,you,1
2182,English,Training,u hate when,u,you,1
2183,English,Training,hate when u,tryna,trying to,1
2184,English,Training,concerned ass person,wanna,want to,1
2185,English,Training,what's wrong and,u,you,1
2186,English,Training,u bust out,cryin,crying,1
2187,English,Training,"kik messages ,",dms,direct messages,1
2188,English,Training,me with them,niggas,niggers,1
2189,English,Training,@bhezangel23,im,i'm,1
2190,English,Training,fine ^^ thank,u,you,1
2191,English,Training,you,gon,gonna,1
2192,English,Training,one day we,gon,gonna,1
2193,English,Training,@615beauty,dont,don't,1
2194,English,Training,@615beauty dont worry,ima,i'm going to,1
2195,English,Training,call and wake,yo,you,1
2196,English,Training,lol i know,tha,the,1
2197,English,Training,@nickiminaj : how,btchs,bitches,1
2198,English,Training,: how btchs,b,be,1
2199,English,Training,how btchs b,wen,when,1
2200,English,Training,wen they get,sum,some,1
2201,English,Training,@rapiikelilwayne : when,u,you,1
2202,English,Training,that's thirsty for,em,them,1
2203,English,Training,@page_eater ahahaha,ive,i've,1
2204,English,Training,@planet_exo : [,vid,video,1
2205,English,Training,this shit because,im,i'm,1
2206,English,Training,so lost why,didnt,didn't,1
2207,English,Training,grown ass man,holdin,holding,1
2208,English,Training,"frappuccino , i'm",judgin,judging,1
2209,English,Training,@andresdc94 lol,wellllll,well,1
2210,English,Training,will she ever,b,be,1
2211,English,Training,forever and always,rt,retweet,1
2212,English,Held-out,@dashaymarie_ @solo_dolo7414 thank,yu,you,1
2213,English,Held-out,happy birthday too,yu,you,1
2214,English,Held-out,@del_mcc lmfao it,wasnt,wasn't,1
2215,English,Held-out,toy igual q,tu,to you,1
2216,English,Held-out,"q tu ,",dnt,don't,1
2217,English,Held-out,"tu , dnt",wrry,worry,1
2218,English,Held-out,fuck all your,fuckin,fucking,1
2219,English,Held-out,and that patama,thingys,thing is,1
2220,English,Held-out,patama thingys .,soooooo,so,1
2221,English,Held-out,thingys . soooooo,kiddie,kidding,1
2222,English,Held-out,taoiseach will meet,tmw,tomorrow,1
2223,English,Held-out,lamedale . lol,im,i'm,1
2224,English,Held-out,doesn't ... like,wut,what,1
2225,English,Held-out,: hate wen,im,i'm,1
2226,English,Held-out,scrolling up my,tl,timeline,1
2227,English,Held-out,my tl .,n,and,1
2228,English,Held-out,bags .. oh,pls,please,1
2229,English,Held-out,"miami "" lmaoo",u,you,1
2230,English,Held-out,,wantin,wanting,1
2231,English,Held-out,to get the,fukk,fuck,1
2232,English,Held-out,i can go,swimmin,swimming,1
2233,English,Held-out,rt @tehreelhov :,rt,retweet,1
2234,English,Held-out,: rt if,ur,you're,1
2235,English,Held-out,ur still up,becuz,because,1
2236,English,Held-out,still up becuz,ur,you're,1
2237,English,Held-out,an hood ass,niga,nigger,1
2238,English,Held-out,said i need,ta,to,1
2239,English,Held-out,ta calm down,nd,and,1
2240,English,Held-out,"a man ,",nd,and,1
2241,English,Held-out,"man , nd",mi,my,1
2242,English,Held-out,like wtf is,yu,you,1
2243,English,Held-out,wtf is yu,sayin,saying,1
2244,English,Held-out,this,nigga,nigger,1
2245,English,Held-out,logan stay shoulder,bumpin,bumping,1
2246,English,Held-out,", i ain't",kno,know,1
2247,English,Held-out,lmao i was,boutta,about to,1
2248,English,Held-out,who,tf,the fuck,1
2249,English,Held-out,wanted to fix,yur,your,1
2250,English,Held-out,snapchat and they,dont,don't,1
2251,English,Held-out,croke park i,dont,don't,1
2252,English,Held-out,: when bae,tryin,trying,1
2253,English,Held-out,ace ( mind,da,the,1
2254,English,Held-out,trying to fuck,u,you,1
2255,English,Held-out,they do a,ting,thing,1
2256,English,Held-out,a ting to,stp,stop,1
2257,English,Held-out,ting to stp,u,you,1
2258,English,Held-out,in,da,the,1
2259,English,Held-out,in da streets,doin,doing,1
2260,English,Held-out,got my head,hurtin,hurting,1
2261,English,Held-out,retweet and the,fav,favorite,1
2262,English,Held-out,fav . your,vids,videos,1
2263,English,Held-out,@lmgirlcode : when,u,you,1
2264,English,Held-out,@igetwildd smh,thats,that's,1
2265,English,Held-out,rt @niallofficial :,dressin,dressing,1
2266,English,Held-out,@hkergs,nah,no,1
2267,English,Held-out,@hkergs nah,gurl,girl,1
2268,English,Held-out,@tgonnzalez,imma,i'm going to,1
2269,English,Held-out,@tgonnzalez imma,hafto,have to,1
2270,English,Held-out,its still upa,govt,government,1
2271,English,Held-out,take it fuck,tha,the,1
2272,English,Held-out,tha overrated goalie,n,and,1
2273,English,Held-out,,soo,so,1
2274,English,Held-out,not $30 ...,waaay,way,1
2275,English,Held-out,ilysm follow me,u,you,1
2276,English,Held-out,@quill18 : the,battlestar,battle star,1
2277,English,Held-out,rt @cloydrivers :,nothin,nothing,1
2278,English,Held-out,every brain you,dont,don't,1
2279,English,Held-out,", id have",oooooneee,one,1
2280,English,Held-out,id have oooooneee,dollarr,dollar,1
